site-bay-shelf-position,switchname-port,ip
DNN3-A104-11-11,DNN3-A104D-11,10.32.100.140
DNN3-A104-11-12,DNN3-A104D-12,10.32.100.141
DNN3-A104-11-2,DNN3-A104D-2,10.32.100.131
DNN3-A104-1-12,DNN3-A104A-12,10.32.99.205
DNN3-A104-11-3,DNN3-A104D-3,10.32.100.132
DNN3-A104-11-4,DNN3-A104D-4,10.32.100.133
DNN3-A104-11-5,DNN3-A104D-5,10.32.100.134
DNN3-A104-11-6,DNN3-A104D-6,10.32.100.135
DNN3-A104-11-7,DNN3-A104D-7,10.32.100.136
DNN3-A104-11-8,DNN3-A104D-8,10.32.100.137
DNN3-A104-11-9,DNN3-A104D-9,10.32.100.138
DNN3-A104-1-2,DNN3-A104A-2,10.32.99.195
DNN3-A104-12-1,DNN3-A104D-13,10.32.100.142
DNN3-A104-12-10,DNN3-A104D-22,10.32.100.151
DNN3-A104-12-11,DNN3-A104D-23,10.32.100.152
DNN3-A104-12-12,DNN3-A104D-24,10.32.100.153
DNN3-A104-12-2,DNN3-A104D-14,10.32.100.143
DNN3-A104-12-3,DNN3-A104D-15,10.32.100.144
DNN3-A104-12-4,DNN3-A104D-16,10.32.100.145
DNN3-A104-12-5,DNN3-A104D-17,10.32.100.146
DNN3-A104-12-6,DNN3-A104D-18,10.32.100.147
DNN3-A104-12-7,DNN3-A104D-19,10.32.100.148
DNN3-A104-12-8,DNN3-A104D-20,10.32.100.149
DNN3-A104-12-9,DNN3-A104D-21,10.32.100.150
DNN3-A104-1-3,DNN3-A104A-3,10.32.99.196
DNN3-A104-13-1,DNN3-A104D-25,10.32.100.154
DNN3-A104-13-10,DNN3-A104D-34,10.32.100.163
DNN3-A104-13-11,DNN3-A104D-35,10.32.100.164
DNN3-A104-13-12,DNN3-A104D-36,10.32.100.165
DNN3-A104-13-2,DNN3-A104D-26,10.32.100.155
DNN3-A104-13-3,DNN3-A104D-27,10.32.100.156
DNN3-A104-13-4,DNN3-A104D-28,10.32.100.157
DNN3-A104-13-5,DNN3-A104D-29,10.32.100.158
DNN3-A104-13-6,DNN3-A104D-30,10.32.100.159
DNN3-A104-13-7,DNN3-A104D-31,10.32.100.160
DNN3-A104-13-8,DNN3-A104D-32,10.32.100.161
DNN3-A104-13-9,DNN3-A104D-33,10.32.100.162
DNN3-A104-1-4,DNN3-A104A-4,10.32.99.197
DNN3-A104-1-5,DNN3-A104A-5,10.32.99.198
DNN3-A104-1-6,DNN3-A104A-6,10.32.99.199
DNN3-A104-1-7,DNN3-A104A-7,10.32.99.200
DNN3-A104-1-8,DNN3-A104A-8,10.32.99.201
DNN3-A104-1-9,DNN3-A104A-9,10.32.99.202
DNN3-A104-2-1,DNN3-A104A-13,10.32.99.206
DNN3-A104-2-10,DNN3-A104A-22,10.32.99.215
DNN3-A104-2-11,DNN3-A104A-23,10.32.99.216
DNN3-A104-2-12,DNN3-A104A-24,10.32.99.217
DNN3-A104-2-2,DNN3-A104A-14,10.32.99.207
DNN3-A104-2-3,DNN3-A104A-15,10.32.99.208
DNN3-A104-2-4,DNN3-A104A-16,10.32.99.209
DNN3-A104-2-5,DNN3-A104A-17,10.32.99.210
DNN3-A104-2-6,DNN3-A104A-18,10.32.99.211
DNN3-A104-2-7,DNN3-A104A-19,10.32.99.212
DNN3-A104-2-8,DNN3-A104A-20,10.32.99.213
DNN3-A104-2-9,DNN3-A104A-21,10.32.99.214
DNN3-A104-3-1,DNN3-A104A-25,10.32.99.218
DNN3-A104-3-10,DNN3-A104A-34,10.32.99.227
DNN3-A104-3-11,DNN3-A104A-35,10.32.99.228
DNN3-A104-3-12,DNN3-A104A-36,10.32.99.229
DNN3-A104-3-2,DNN3-A104A-26,10.32.99.219
DNN3-A104-3-3,DNN3-A104A-27,10.32.99.220
DNN3-A104-3-4,DNN3-A104A-28,10.32.99.221
DNN3-A104-3-5,DNN3-A104A-29,10.32.99.222
DNN3-A104-3-6,DNN3-A104A-30,10.32.99.223
DNN3-A104-3-7,DNN3-A104A-31,10.32.99.224
DNN3-A104-3-8,DNN3-A104A-32,10.32.99.225
DNN3-A104-3-9,DNN3-A104A-33,10.32.99.226
DNN3-A104-4-1,DNN3-A104B-1,10.32.100.2
DNN3-A104-4-10,DNN3-A104B-10,10.32.100.11
DNN3-A104-4-11,DNN3-A104B-11,10.32.100.12
DNN3-A104-4-12,DNN3-A104B-12,10.32.100.13
DNN3-A104-4-2,DNN3-A104B-2,10.32.100.3
DNN3-A104-4-3,DNN3-A104B-3,10.32.100.4
DNN3-A104-4-4,DNN3-A104B-4,10.32.100.5
DNN3-A104-4-5,DNN3-A104B-5,10.32.100.6
DNN3-A104-4-6,DNN3-A104B-6,10.32.100.7
DNN3-A104-4-7,DNN3-A104B-7,10.32.100.8
DNN3-A104-4-8,DNN3-A104B-8,10.32.100.9
DNN3-A104-4-9,DNN3-A104B-9,10.32.100.10
DNN3-A104-6-1,DNN3-A104B-13,10.32.100.14
DNN3-A104-6-10,DNN3-A104B-22,10.32.100.23
DNN3-A104-6-11,DNN3-A104B-23,10.32.100.24
DNN3-A104-6-12,DNN3-A104B-24,10.32.100.25
DNN3-A104-6-2,DNN3-A104B-14,10.32.100.15
DNN3-A104-6-3,DNN3-A104B-15,10.32.100.16
DNN3-A104-6-4,DNN3-A104B-16,10.32.100.17
DNN3-A104-6-5,DNN3-A104B-17,10.32.100.18
DNN3-A104-6-6,DNN3-A104B-18,10.32.100.19
DNN3-A104-6-7,DNN3-A104B-19,10.32.100.20
DNN3-A104-6-8,DNN3-A104B-20,10.32.100.21
DNN3-A104-6-9,DNN3-A104B-21,10.32.100.22
DNN3-A104-7-1,DNN3-A104B-25,10.32.100.26
DNN3-A104-7-10,DNN3-A104B-34,10.32.100.35
DNN3-A104-7-11,DNN3-A104B-35,10.32.100.36
DNN3-A104-7-12,DNN3-A104B-36,10.32.100.37
DNN3-A104-7-2,DNN3-A104B-26,10.32.100.27
DNN3-A104-7-3,DNN3-A104B-27,10.32.100.28
DNN3-A104-7-4,DNN3-A104B-28,10.32.100.29
DNN3-A104-7-5,DNN3-A104B-29,10.32.100.30
DNN3-A104-7-6,DNN3-A104B-30,10.32.100.31
DNN3-A104-7-7,DNN3-A104B-31,10.32.100.32
DNN3-A104-7-8,DNN3-A104B-32,10.32.100.33
DNN3-A104-7-9,DNN3-A104B-33,10.32.100.34
DNN3-A104-8-1,DNN3-A104C-1,10.32.100.66
DNN3-A104-8-10,DNN3-A104C-10,10.32.100.75
DNN3-A104-8-11,DNN3-A104C-11,10.32.100.76
DNN3-A104-8-12,DNN3-A104C-12,10.32.100.77
DNN3-A104-8-2,DNN3-A104C-2,10.32.100.67
DNN3-A104-8-3,DNN3-A104C-3,10.32.100.68
DNN3-A104-8-4,DNN3-A104C-4,10.32.100.69
DNN3-A104-8-5,DNN3-A104C-5,10.32.100.70
DNN3-A104-8-6,DNN3-A104C-6,10.32.100.71
DNN3-A104-8-7,DNN3-A104C-7,10.32.100.72
DNN3-A104-8-8,DNN3-A104C-8,10.32.100.73
DNN3-A104-8-9,DNN3-A104C-9,10.32.100.74
DNN3-A104-9-1,DNN3-A104C-13,10.32.100.78
DNN3-A104-9-10,DNN3-A104C-22,10.32.100.87
DNN3-A104-9-11,DNN3-A104C-23,10.32.100.88
DNN3-A104-9-12,DNN3-A104C-24,10.32.100.89
DNN3-A104-9-2,DNN3-A104C-14,10.32.100.79
DNN3-A104-9-3,DNN3-A104C-15,10.32.100.80
DNN3-A104-9-4,DNN3-A104C-16,10.32.100.81
DNN3-A104-9-5,DNN3-A104C-17,10.32.100.82
DNN3-A104-9-6,DNN3-A104C-18,10.32.100.83
DNN3-A104-9-7,DNN3-A104C-19,10.32.100.84
DNN3-A104-9-8,DNN3-A104C-20,10.32.100.85
DNN3-A104-9-9,DNN3-A104C-21,10.32.100.86
DNN3-A105-10-1,DNN3-A105C-25,10.32.101.154
DNN3-A105-10-10,DNN3-A105C-34,10.32.101.163
DNN3-A105-10-11,DNN3-A105C-35,10.32.101.164
DNN3-A105-10-12,DNN3-A105C-36,10.32.101.165
DNN3-A105-10-2,DNN3-A105C-26,10.32.101.155
DNN3-A105-10-3,DNN3-A105C-27,10.32.101.156
DNN3-A105-10-4,DNN3-A105C-28,10.32.101.157
DNN3-A105-10-5,DNN3-A105C-29,10.32.101.158
DNN3-A105-10-6,DNN3-A105C-30,10.32.101.159
DNN3-A105-10-7,DNN3-A105C-31,10.32.101.160
DNN3-A105-10-8,DNN3-A105C-32,10.32.101.161
DNN3-A105-10-9,DNN3-A105C-33,10.32.101.162
DNN3-A105-1-1,DNN3-A105A-1,10.32.101.2
DNN3-A105-1-10,DNN3-A105A-10,10.32.101.11
DNN3-A105-11-1,DNN3-A105D-1,10.32.101.194
DNN3-A105-1-11,DNN3-A105A-11,10.32.101.12
DNN3-A105-11-10,DNN3-A105D-10,10.32.101.203
DNN3-A105-11-11,DNN3-A105D-11,10.32.101.204
DNN3-A105-11-12,DNN3-A105D-12,10.32.101.205
DNN3-A105-11-2,DNN3-A105D-2,10.32.101.195
DNN3-A105-1-12,DNN3-A105A-12,10.32.101.13
DNN3-A105-11-3,DNN3-A105D-3,10.32.101.196
DNN3-A105-11-4,DNN3-A105D-4,10.32.101.197
DNN3-A105-11-5,DNN3-A105D-5,10.32.101.198
DNN3-A105-11-6,DNN3-A105D-6,10.32.101.199
DNN3-A105-11-7,DNN3-A105D-7,10.32.101.200
DNN3-A105-11-8,DNN3-A105D-8,10.32.101.201
DNN3-A105-11-9,DNN3-A105D-9,10.32.101.202
DNN3-A105-1-2,DNN3-A105A-2,10.32.101.3
DNN3-A105-12-1,DNN3-A105D-13,10.32.101.206
DNN3-A105-12-10,DNN3-A105D-22,10.32.101.215
DNN3-A105-12-11,DNN3-A105D-23,10.32.101.216
DNN3-A105-12-12,DNN3-A105D-24,10.32.101.217
DNN3-A105-12-2,DNN3-A105D-14,10.32.101.207
DNN3-A105-12-3,DNN3-A105D-15,10.32.101.208
DNN3-A105-12-4,DNN3-A105D-16,10.32.101.209
DNN3-A105-12-5,DNN3-A105D-17,10.32.101.210
DNN3-A105-12-6,DNN3-A105D-18,10.32.101.211
DNN3-A105-12-7,DNN3-A105D-19,10.32.101.212
DNN3-A105-12-8,DNN3-A105D-20,10.32.101.213
DNN3-A105-12-9,DNN3-A105D-21,10.32.101.214
DNN3-A105-1-3,DNN3-A105A-3,10.32.101.4
DNN3-A105-13-1,DNN3-A105D-25,10.32.101.218
DNN3-A105-13-10,DNN3-A105D-34,10.32.101.227
DNN3-A105-13-11,DNN3-A105D-35,10.32.101.228
DNN3-A105-13-12,DNN3-A105D-36,10.32.101.229
DNN3-A105-13-2,DNN3-A105D-26,10.32.101.219
DNN3-A105-13-3,DNN3-A105D-27,10.32.101.220
DNN3-A105-13-4,DNN3-A105D-28,10.32.101.221
DNN3-A105-13-5,DNN3-A105D-29,10.32.101.222
DNN3-A105-13-6,DNN3-A105D-30,10.32.101.223
DNN3-A105-13-7,DNN3-A105D-31,10.32.101.224
DNN3-A105-13-8,DNN3-A105D-32,10.32.101.225
DNN3-A105-13-9,DNN3-A105D-33,10.32.101.226
DNN3-A105-1-4,DNN3-A105A-4,10.32.101.5
DNN3-A105-1-5,DNN3-A105A-5,10.32.101.6
DNN3-A105-1-6,DNN3-A105A-6,10.32.101.7
DNN3-A105-1-7,DNN3-A105A-7,10.32.101.8
DNN3-A105-1-8,DNN3-A105A-8,10.32.101.9
DNN3-A105-1-9,DNN3-A105A-9,10.32.101.10
DNN3-A105-2-1,DNN3-A105A-13,10.32.101.14
DNN3-A105-2-10,DNN3-A105A-22,10.32.101.23
DNN3-A105-2-11,DNN3-A105A-23,10.32.101.24
DNN3-A105-2-12,DNN3-A105A-24,10.32.101.25
DNN3-A105-2-2,DNN3-A105A-14,10.32.101.15
DNN3-A105-2-3,DNN3-A105A-15,10.32.101.16
DNN3-A105-2-4,DNN3-A105A-16,10.32.101.17
DNN3-A105-2-5,DNN3-A105A-17,10.32.101.18
DNN3-A105-2-6,DNN3-A105A-18,10.32.101.19
DNN3-A105-2-7,DNN3-A105A-19,10.32.101.20
DNN3-A105-2-8,DNN3-A105A-20,10.32.101.21
DNN3-A105-2-9,DNN3-A105A-21,10.32.101.22
DNN3-A105-3-1,DNN3-A105A-25,10.32.101.26
DNN3-A105-3-10,DNN3-A105A-34,10.32.101.35
DNN3-A105-3-11,DNN3-A105A-35,10.32.101.36
DNN3-A105-3-12,DNN3-A105A-36,10.32.101.37
DNN3-A105-3-2,DNN3-A105A-26,10.32.101.27
DNN3-A105-3-3,DNN3-A105A-27,10.32.101.28
DNN3-A105-3-4,DNN3-A105A-28,10.32.101.29
DNN3-A105-3-5,DNN3-A105A-29,10.32.101.30
DNN3-A105-3-6,DNN3-A105A-30,10.32.101.31
DNN3-A105-3-7,DNN3-A105A-31,10.32.101.32
DNN3-A105-3-8,DNN3-A105A-32,10.32.101.33
DNN3-A105-3-9,DNN3-A105A-33,10.32.101.34
DNN3-A105-4-1,DNN3-A105B-1,10.32.101.66
DNN3-A105-4-10,DNN3-A105B-10,10.32.101.75
DNN3-A105-4-11,DNN3-A105B-11,10.32.101.76
DNN3-A105-4-12,DNN3-A105B-12,10.32.101.77
DNN3-A105-4-2,DNN3-A105B-2,10.32.101.67
DNN3-A105-4-3,DNN3-A105B-3,10.32.101.68
DNN3-A105-4-4,DNN3-A105B-4,10.32.101.69
DNN3-A105-4-5,DNN3-A105B-5,10.32.101.70
DNN3-A105-4-6,DNN3-A105B-6,10.32.101.71
DNN3-A105-4-7,DNN3-A105B-7,10.32.101.72
DNN3-A105-4-8,DNN3-A105B-8,10.32.101.73
DNN3-A105-4-9,DNN3-A105B-9,10.32.101.74
DNN3-A105-6-1,DNN3-A105B-13,10.32.101.78
DNN3-A105-6-10,DNN3-A105B-22,10.32.101.87
DNN3-A105-6-11,DNN3-A105B-23,10.32.101.88
DNN3-A105-6-12,DNN3-A105B-24,10.32.101.89
DNN3-A105-6-2,DNN3-A105B-14,10.32.101.79
DNN3-A105-6-3,DNN3-A105B-15,10.32.101.80
DNN3-A105-6-4,DNN3-A105B-16,10.32.101.81
DNN3-A105-6-5,DNN3-A105B-17,10.32.101.82
DNN3-A105-6-6,DNN3-A105B-18,10.32.101.83
DNN3-A105-6-7,DNN3-A105B-19,10.32.101.84
DNN3-A105-6-8,DNN3-A105B-20,10.32.101.85
DNN3-A105-6-9,DNN3-A105B-21,10.32.101.86
DNN3-A105-7-1,DNN3-A105B-25,10.32.101.90
DNN3-A105-7-10,DNN3-A105B-34,10.32.101.99
DNN3-A105-7-11,DNN3-A105B-35,10.32.101.100
DNN3-A105-7-12,DNN3-A105B-36,10.32.101.101
DNN3-A105-7-2,DNN3-A105B-26,10.32.101.91
DNN3-A105-7-3,DNN3-A105B-27,10.32.101.92
DNN3-A105-7-4,DNN3-A105B-28,10.32.101.93
DNN3-A105-7-5,DNN3-A105B-29,10.32.101.94
DNN3-A105-7-6,DNN3-A105B-30,10.32.101.95
DNN3-A105-7-7,DNN3-A105B-31,10.32.101.96
DNN3-A105-7-8,DNN3-A105B-32,10.32.101.97
DNN3-A105-7-9,DNN3-A105B-33,10.32.101.98
DNN3-A105-8-1,DNN3-A105C-1,10.32.101.130
DNN3-A105-8-10,DNN3-A105C-10,10.32.101.139
DNN3-A105-8-11,DNN3-A105C-11,10.32.101.140
DNN3-A105-8-12,DNN3-A105C-12,10.32.101.141
DNN3-A105-8-2,DNN3-A105C-2,10.32.101.131
DNN3-A105-8-3,DNN3-A105C-3,10.32.101.132
DNN3-A105-8-4,DNN3-A105C-4,10.32.101.133
DNN3-A105-8-5,DNN3-A105C-5,10.32.101.134
DNN3-A105-8-6,DNN3-A105C-6,10.32.101.135
DNN3-A105-8-7,DNN3-A105C-7,10.32.101.136
DNN3-A105-8-8,DNN3-A105C-8,10.32.101.137
DNN3-A105-8-9,DNN3-A105C-9,10.32.101.138
DNN3-A105-9-1,DNN3-A105C-13,10.32.101.142
DNN3-A105-9-10,DNN3-A105C-22,10.32.101.151
DNN3-A105-9-11,DNN3-A105C-23,10.32.101.152
DNN3-A105-9-12,DNN3-A105C-24,10.32.101.153
DNN3-A105-9-2,DNN3-A105C-14,10.32.101.143
DNN3-A105-9-3,DNN3-A105C-15,10.32.101.144
DNN3-A105-9-4,DNN3-A105C-16,10.32.101.145
DNN3-A105-9-5,DNN3-A105C-17,10.32.101.146
DNN3-A105-9-6,DNN3-A105C-18,10.32.101.147
DNN3-A105-9-7,DNN3-A105C-19,10.32.101.148
DNN3-A105-9-8,DNN3-A105C-20,10.32.101.149
DNN3-A105-9-9,DNN3-A105C-21,10.32.101.150
DNN3-A106-10-1,DNN3-A106C-25,10.32.102.218
DNN3-A106-10-10,DNN3-A106C-34,10.32.102.227
DNN3-A106-10-11,DNN3-A106C-35,10.32.102.228
DNN3-A106-10-12,DNN3-A106C-36,10.32.102.229
DNN3-A106-10-2,DNN3-A106C-26,10.32.102.219
DNN3-A106-10-3,DNN3-A106C-27,10.32.102.220
DNN3-A106-10-4,DNN3-A106C-28,10.32.102.221
DNN3-A106-10-5,DNN3-A106C-29,10.32.102.222
DNN3-A106-10-6,DNN3-A106C-30,10.32.102.223
DNN3-A106-10-7,DNN3-A106C-31,10.32.102.224
DNN3-A106-10-8,DNN3-A106C-32,10.32.102.225
DNN3-A106-10-9,DNN3-A106C-33,10.32.102.226
DNN3-A106-1-1,DNN3-A106A-1,10.32.102.66
DNN3-A106-1-10,DNN3-A106A-10,10.32.102.75
DNN3-A106-11-1,DNN3-A106D-1,10.32.103.2
DNN3-A106-1-11,DNN3-A106A-11,10.32.102.76
DNN3-A106-11-10,DNN3-A106D-10,10.32.103.11
DNN3-A106-11-11,DNN3-A106D-11,10.32.103.12
DNN3-A106-11-12,DNN3-A106D-12,10.32.103.13
DNN3-A106-11-2,DNN3-A106D-2,10.32.103.3
DNN3-A106-1-12,DNN3-A106A-12,10.32.102.77
DNN3-A106-11-3,DNN3-A106D-3,10.32.103.4
DNN3-A106-11-4,DNN3-A106D-4,10.32.103.5
DNN3-A106-11-5,DNN3-A106D-5,10.32.103.6
DNN3-A106-11-6,DNN3-A106D-6,10.32.103.7
DNN3-A106-11-7,DNN3-A106D-7,10.32.103.8
DNN3-A106-11-8,DNN3-A106D-8,10.32.103.9
DNN3-A106-11-9,DNN3-A106D-9,10.32.103.10
DNN3-A106-1-2,DNN3-A106A-2,10.32.102.67
DNN3-A106-12-1,DNN3-A106D-13,10.32.103.14
DNN3-A106-12-10,DNN3-A106D-22,10.32.103.23
DNN3-A106-12-11,DNN3-A106D-23,10.32.103.24
DNN3-A106-12-12,DNN3-A106D-24,10.32.103.25
DNN3-A106-12-2,DNN3-A106D-14,10.32.103.15
DNN3-A106-12-3,DNN3-A106D-15,10.32.103.16
DNN3-A106-12-4,DNN3-A106D-16,10.32.103.17
DNN3-A106-12-5,DNN3-A106D-17,10.32.103.18
DNN3-A106-12-6,DNN3-A106D-18,10.32.103.19
DNN3-A106-12-7,DNN3-A106D-19,10.32.103.20
DNN3-A106-12-8,DNN3-A106D-20,10.32.103.21
DNN3-A106-12-9,DNN3-A106D-21,10.32.103.22
DNN3-A106-1-3,DNN3-A106A-3,10.32.102.68
DNN3-A106-13-1,DNN3-A106D-25,10.32.103.26
DNN3-A106-13-10,DNN3-A106D-34,10.32.103.35
DNN3-A106-13-11,DNN3-A106D-35,10.32.103.36
DNN3-A106-13-12,DNN3-A106D-36,10.32.103.37
DNN3-A106-13-2,DNN3-A106D-26,10.32.103.27
DNN3-A106-13-3,DNN3-A106D-27,10.32.103.28
DNN3-A106-13-4,DNN3-A106D-28,10.32.103.29
DNN3-A106-13-5,DNN3-A106D-29,10.32.103.30
DNN3-A106-13-6,DNN3-A106D-30,10.32.103.31
DNN3-A106-13-7,DNN3-A106D-31,10.32.103.32
DNN3-A106-13-8,DNN3-A106D-32,10.32.103.33
DNN3-A106-13-9,DNN3-A106D-33,10.32.103.34
DNN3-A106-1-4,DNN3-A106A-4,10.32.102.69
DNN3-A106-1-5,DNN3-A106A-5,10.32.102.70
DNN3-A106-1-6,DNN3-A106A-6,10.32.102.71
DNN3-A106-1-7,DNN3-A106A-7,10.32.102.72
DNN3-A106-1-8,DNN3-A106A-8,10.32.102.73
DNN3-A106-1-9,DNN3-A106A-9,10.32.102.74
DNN3-A106-2-1,DNN3-A106A-13,10.32.102.78
DNN3-A106-2-10,DNN3-A106A-22,10.32.102.87
DNN3-A106-2-11,DNN3-A106A-23,10.32.102.88
DNN3-A106-2-12,DNN3-A106A-24,10.32.102.89
DNN3-A106-2-2,DNN3-A106A-14,10.32.102.79
DNN3-A106-2-3,DNN3-A106A-15,10.32.102.80
DNN3-A106-2-4,DNN3-A106A-16,10.32.102.81
DNN3-A106-2-5,DNN3-A106A-17,10.32.102.82
DNN3-A106-2-6,DNN3-A106A-18,10.32.102.83
DNN3-A106-2-7,DNN3-A106A-19,10.32.102.84
DNN3-A106-2-8,DNN3-A106A-20,10.32.102.85
DNN3-A106-2-9,DNN3-A106A-21,10.32.102.86
DNN3-A106-3-1,DNN3-A106A-25,10.32.102.90
DNN3-A106-3-10,DNN3-A106A-34,10.32.102.99
DNN3-A106-3-11,DNN3-A106A-35,10.32.102.100
DNN3-A106-3-12,DNN3-A106A-36,10.32.102.101
DNN3-A106-3-2,DNN3-A106A-26,10.32.102.91
DNN3-A106-3-3,DNN3-A106A-27,10.32.102.92
DNN3-A106-3-4,DNN3-A106A-28,10.32.102.93
DNN3-A106-3-5,DNN3-A106A-29,10.32.102.94
DNN3-A106-3-6,DNN3-A106A-30,10.32.102.95
DNN3-A106-3-7,DNN3-A106A-31,10.32.102.96
DNN3-A106-3-8,DNN3-A106A-32,10.32.102.97
DNN3-A106-3-9,DNN3-A106A-33,10.32.102.98
DNN3-A106-4-1,DNN3-A106B-1,10.32.102.130
DNN3-A106-4-10,DNN3-A106B-10,10.32.102.139
DNN3-A106-4-11,DNN3-A106B-11,10.32.102.140
DNN3-A106-4-12,DNN3-A106B-12,10.32.102.141
DNN3-A106-4-2,DNN3-A106B-2,10.32.102.131
DNN3-A106-4-3,DNN3-A106B-3,10.32.102.132
DNN3-A106-4-4,DNN3-A106B-4,10.32.102.133
DNN3-A106-4-5,DNN3-A106B-5,10.32.102.134
DNN3-A106-4-6,DNN3-A106B-6,10.32.102.135
DNN3-A106-4-7,DNN3-A106B-7,10.32.102.136
DNN3-A106-4-8,DNN3-A106B-8,10.32.102.137
DNN3-A106-4-9,DNN3-A106B-9,10.32.102.138
DNN3-A106-6-1,DNN3-A106B-13,10.32.102.142
DNN3-A106-6-10,DNN3-A106B-22,10.32.102.151
DNN3-A106-6-11,DNN3-A106B-23,10.32.102.152
DNN3-A106-6-12,DNN3-A106B-24,10.32.102.153
DNN3-A106-6-2,DNN3-A106B-14,10.32.102.143
DNN3-A106-6-3,DNN3-A106B-15,10.32.102.144
DNN3-A106-6-4,DNN3-A106B-16,10.32.102.145
DNN3-A106-6-5,DNN3-A106B-17,10.32.102.146
DNN3-A106-6-6,DNN3-A106B-18,10.32.102.147
DNN3-A106-6-7,DNN3-A106B-19,10.32.102.148
DNN3-A106-6-8,DNN3-A106B-20,10.32.102.149
DNN3-A106-6-9,DNN3-A106B-21,10.32.102.150
DNN3-A106-7-1,DNN3-A106B-25,10.32.102.154
DNN3-A106-7-10,DNN3-A106B-34,10.32.102.163
DNN3-A106-7-11,DNN3-A106B-35,10.32.102.164
DNN3-A106-7-12,DNN3-A106B-36,10.32.102.165
DNN3-A106-7-2,DNN3-A106B-26,10.32.102.155
DNN3-A106-7-3,DNN3-A106B-27,10.32.102.156
DNN3-A106-7-4,DNN3-A106B-28,10.32.102.157
DNN3-A106-7-5,DNN3-A106B-29,10.32.102.158
DNN3-A106-7-6,DNN3-A106B-30,10.32.102.159
DNN3-A106-7-7,DNN3-A106B-31,10.32.102.160
DNN3-A106-7-8,DNN3-A106B-32,10.32.102.161
DNN3-A106-7-9,DNN3-A106B-33,10.32.102.162
DNN3-A106-8-1,DNN3-A106C-1,10.32.102.194
DNN3-A106-8-10,DNN3-A106C-10,10.32.102.203
DNN3-A106-8-11,DNN3-A106C-11,10.32.102.204
DNN3-A106-8-12,DNN3-A106C-12,10.32.102.205
DNN3-A106-8-2,DNN3-A106C-2,10.32.102.195
DNN3-A106-8-3,DNN3-A106C-3,10.32.102.196
DNN3-A106-8-4,DNN3-A106C-4,10.32.102.197
DNN3-A106-8-5,DNN3-A106C-5,10.32.102.198
DNN3-A106-8-6,DNN3-A106C-6,10.32.102.199
DNN3-A106-8-7,DNN3-A106C-7,10.32.102.200
DNN3-A106-8-8,DNN3-A106C-8,10.32.102.201
DNN3-A106-8-9,DNN3-A106C-9,10.32.102.202
DNN3-A106-9-1,DNN3-A106C-13,10.32.102.206
DNN3-A106-9-10,DNN3-A106C-22,10.32.102.215
DNN3-A106-9-11,DNN3-A106C-23,10.32.102.216
DNN3-A106-9-12,DNN3-A106C-24,10.32.102.217
DNN3-A106-9-2,DNN3-A106C-14,10.32.102.207
DNN3-A106-9-3,DNN3-A106C-15,10.32.102.208
DNN3-A106-9-4,DNN3-A106C-16,10.32.102.209
DNN3-A106-9-5,DNN3-A106C-17,10.32.102.210
DNN3-A106-9-6,DNN3-A106C-18,10.32.102.211
DNN3-A106-9-7,DNN3-A106C-19,10.32.102.212
DNN3-A106-9-8,DNN3-A106C-20,10.32.102.213
DNN3-A106-9-9,DNN3-A106C-21,10.32.102.214
DNN3-A107-10-1,DNN3-A107C-25,10.32.104.26
DNN3-A107-10-10,DNN3-A107C-34,10.32.104.35
DNN3-A107-10-11,DNN3-A107C-35,10.32.104.36
DNN3-A107-10-12,DNN3-A107C-36,10.32.104.37
DNN3-A107-10-2,DNN3-A107C-26,10.32.104.27
DNN3-A107-10-3,DNN3-A107C-27,10.32.104.28
DNN3-A107-10-4,DNN3-A107C-28,10.32.104.29
DNN3-A107-10-5,DNN3-A107C-29,10.32.104.30
DNN3-A107-10-6,DNN3-A107C-30,10.32.104.31
DNN3-A107-10-7,DNN3-A107C-31,10.32.104.32
DNN3-A107-10-8,DNN3-A107C-32,10.32.104.33
DNN3-A107-10-9,DNN3-A107C-33,10.32.104.34
DNN3-A107-1-1,DNN3-A107A-1,10.32.103.130
DNN3-A107-1-10,DNN3-A107A-10,10.32.103.139
DNN3-A107-11-1,DNN3-A107D-1,10.32.104.66
DNN3-A107-1-11,DNN3-A107A-11,10.32.103.140
DNN3-A107-11-10,DNN3-A107D-10,10.32.104.75
DNN3-A107-11-11,DNN3-A107D-11,10.32.104.76
DNN3-A107-11-12,DNN3-A107D-12,10.32.104.77
DNN3-A107-11-2,DNN3-A107D-2,10.32.104.67
DNN3-A107-1-12,DNN3-A107A-12,10.32.103.141
DNN3-A107-11-3,DNN3-A107D-3,10.32.104.68
DNN3-A107-11-4,DNN3-A107D-4,10.32.104.69
DNN3-A107-11-5,DNN3-A107D-5,10.32.104.70
DNN3-A107-11-6,DNN3-A107D-6,10.32.104.71
DNN3-A107-11-7,DNN3-A107D-7,10.32.104.72
DNN3-A107-11-8,DNN3-A107D-8,10.32.104.73
DNN3-A107-11-9,DNN3-A107D-9,10.32.104.74
DNN3-A107-1-2,DNN3-A107A-2,10.32.103.131
DNN3-A107-12-1,DNN3-A107D-13,10.32.104.78
DNN3-A107-12-10,DNN3-A107D-22,10.32.104.87
DNN3-A107-12-11,DNN3-A107D-23,10.32.104.88
DNN3-A107-12-12,DNN3-A107D-24,10.32.104.89
DNN3-A107-12-2,DNN3-A107D-14,10.32.104.79
DNN3-A107-12-3,DNN3-A107D-15,10.32.104.80
